Booking_ID,Customer_ID,Bus_ID,Route_ID,Booking_Date,Travel_Date,Seat_Number,Fare_Amount,Booking_Status
7314,256,202,304,2025-12-18,2025-12-28,1,1158.74,Confirmed
5675,268,206,300,2025-10-03,2025-10-03,32,615.76,Confirmed
151,192,204,303,2025-01-04,2025-01-08,8,1044.48,Confirmed
4345,309,201,303,2025-07-28,2025-07-24,3,1051.9,Cancelled
10294,370,201,302,2026-05-07,2026-05-10,6,840.12,Confirmed
7310,231,202,304,2025-12-26,2025-12-28,49,1142.72,Confirmed
10987,190,208,301,2026-06-07,2026-06-09,12,698.08,Confirmed
3370,269,208,300,2025-06-11,2025-06-12,47,323.1,Confirmed
10782,355,207,300,2026-05-22,2026-06-01,23,515.36,Confirmed
7190,348,204,301,2025-12-23,2025-12-23,29,720.94,Confirmed
11057,353,208,302,2026-06-08,2026-06-11,46,552.41,Confirmed
3650,346,204,305,06-19-2025,06-25-2025,31,1186.84,Confirmed
5503,303,205,309,2025-09-26,2025-09-28,27,1045.31,Confirmed
6685,387,204,309,2025-11-13,2025-11-17,27,900.24,Confirmed
7499,336,209,307,2026-01-04,2026-01-05,3,879.59,Confirmed
709,384,208,306,09/02/2025,12/02/2025,31,415.54,Confirmed
9566,381,207,307,2026-04-02,2026-04-07,33,865.56,Confirmed
10720,387,207,308,2026-05-28,2026-05-29,21,1483.91,Confirmed
9069,376,201,303,2026-03-09,2026-03-19,3,1065.71,Pending
31,352,209,306,2025-01-01,2025-01-01,38,570.9,Confirmed
5782,210,205,310,2025-09-30,2025-10-06,13,490.28,Confirmed
1499,317,204,305,2025-03-22,2025-03-24,45,968.64,Confirmed
8689,305,204,301,2026-03-03,2026-03-06,23,,Confirmed
1091,182,200,307,2025-02-24,2025-03-01,2,1005.4,Cancelled
36,355,208,300,2025-01-01,2025-01-04,39,327.7,Confirmed
4891,206,204,302,22/08/2025,29/08/2025,26,701.43,Confirmed
2471,187,206,307,2025-05-03,2025-05-06,7,1047.26,Cancelled
8711,383,204,301,2026-03-02,2026-03-06,12,838.24,Confirmed
9144,262,202,303,2026-03-21,2026-03-22,42,1054.44,Confirmed
7255,278,205,301,2025-12-20,2025-12-25,9,575.17,Pending
5497,227,205,309,2025-09-25,2025-09-28,50,1031.39,Cancelled
4715,362,206,310,2025-08-08,2025-08-22,14,612.42,Confirmed
4293,205,209,309,2025-07-28,2025-08-01,4,1226.07,Confirmed
429,188,202,304,2025-01-19,2025-01-25,30,1152.49,Confirmed
7027,216,205,305,2025-12-11,2025-12-13,45,954.29,Confirmed
3289,216,204,301,2025-06-06,2025-06-10,2,858.45,Confirmed
6579,241,207,304,2025-11-12,2025-11-12,13,958.69,Confirmed
8772,273,204,310,2026-03-04,2026-03-08,14,616.91,Confirmed
7056,334,203,307,2025-12-15,2025-12-16,18,873.72,Confirmed
8397,201,210,301,2026-02-11,2026-02-17,36,738.68,Confirmed
9255,304,202,300,2026-03-24,2026-03-26,27,267.64,Confirmed
11163,377,200,303,2026-06-16,2026-06-19,28,1465.31,Confirmed
11674,355,204,302,2026-07-13,2026-07-14,32,593.43,Confirmed
1924,226,204,302,2025-04-11,2025-04-12,40,710.36,Confirmed
9745,298,210,307,2026-04-15,2026-04-15,5,866.2,Confirmed
3026,346,201,305,2025-05-20,2025-05-30,14,1362.07,Confirmed
2488,286,210,301,2025-05-06,2025-05-07,8,872.92,Confirmed
8678,396,207,304,2026-03-02,2026-03-02,32,1144.6,Confirmed
1433,358,202,309,2025-03-11,2025-03-21,37,1037.37,Confirmed
10729,266,207,308,2026-05-25,2026-05-29,8,1483.38,Confirmed
7746,264,208,302,2026-01-16,2026-01-18,29,523.73,Confirmed
705,362,203,300,2025-02-04,2025-02-09,14,488.07,Confirmed
6154,274,205,307,2025-10-21,2025-10-23,35,893.66,Confirmed
6446,370,205,300,2025-11-05,2025-11-07,24,276.73,Pending
10132,343,205,307,2026-04-28,2026-05-02,14,992.75,Confirmed
2128,372,201,308,2025-04-17,2025-04-20,20,1230.19,Confirmed
10512,384,204,303,2026-05-06,2026-05-20,16,1273.53,Confirmed
10245,196,209,310,2026-05-07,2026-05-07,14,653.45,Confirmed
609,206,210,302,2025-02-05,2025-02-05,28,593.51,Confirmed
8905,239,204,301,2026-03-09,2026-03-12,14,735.71,Confirmed
8068,290,208,309,2026-01-30,2026-01-31,16,1036.98,Confirmed
7906,274,201,302,2026-01-18,2026-01-25,15,696.28,Confirmed
9795,318,202,301,2026-04-15,2026-04-17,49,660.2,Confirmed
2373,235,205,305,2025-04-30,2025-05-03,21,1132.91,Confirmed
7136,284,208,300,18/12/2025,19/12/2025,5,312.53,Confirmed
10313,294,201,302,2026-05-08,2026-05-10,33,842.98,Confirmed
8545,318,207,310,2026-02-19,2026-02-23,1,,Confirmed
5200,274,208,307,2025-09-08,2025-09-15,16,711.71,Pending
6638,208,208,308,2025-11-07,2025-11-14,31,892.85,Confirmed
8384,258,206,307,2026-02-15,2026-02-15,31,1019.88,Confirmed
759,221,205,303,2025-02-11,2025-02-13,5,916.25,Confirmed
6062,245,208,310,2025-10-16,2025-10-20,25,506.63,Confirmed
8186,351,205,303,2026-02-03,2026-02-05,42,900.02,Confirmed
8521,383,204,305,2026-02-18,2026-02-22,37,1139.8,Confirmed
5806,231,201,300,2025-09-30,2025-10-07,5,540.51,Confirmed
5144,295,203,301,2025-09-08,2025-09-11,2,716.34,Confirmed
4830,219,208,310,2025-08-23,2025-08-27,22,384.68,Confirmed
7583,321,202,303,2026-01-05,2026-01-08,32,908.51,Confirmed
2088,208,209,304,2025-04-14,2025-04-19,13,1302.79,Confirmed
400,263,201,305,2025-01-10,2025-01-24,21,1141.17,Confirmed
931,342,208,307,2025-02-10,2025-02-20,27,717.0,Confirmed
3729,217,205,309,2025-06-24,2025-06-30,19,1095.35,Confirmed
543,262,207,308,2025-01-17,2025-01-31,34,1237.93,Pending
10093,388,206,303,2026-04-27,2026-05-01,13,1453.27,confirmed
4449,257,207,300,2025-08-05,2025-08-09,18,495.62,Cancelled
10845,257,209,305,2026-06-04,2026-06-04,32,1177.83,Confirmed
9323,367,210,302,2026-03-27,2026-03-28,19,709.96,Confirmed
1419,333,202,309,2025-03-15,2025-03-21,40,1036.47,Pending
4220,359,205,307,2025-07-23,2025-07-26,43,835.7,Confirmed
710,258,208,306,2025-02-06,2025-02-12,32,412.13,Confirmed
2319,327,210,302,2025-04-26,2025-04-30,23,600.93,Pending
6704,311,204,309,2025-11-10,2025-11-17,10,906.9,Confirmed
5693,199,206,300,2025-09-28,2025-10-03,20,603.17,Cancelled
6267,340,203,301,2025-10-23,2025-10-30,9,916.63,Cancelled
11299,263,204,304,2026-06-13,2026-06-27,49,1583.25,Confirmed
368,290,202,302,2025-01-19,2025-01-21,45,465.18,Confirmed
1394,291,208,307,2025-03-16,2025-03-20,48,727.32,Confirmed
10846,381,209,305,2026-05-25,2026-06-04,2,1171.52,Confirmed
2013,234,200,309,2025-04-11,2025-04-15,8,1051.66,Confirmed
8813,311,201,305,2026-03-08,2026-03-09,23,991.51,Confirmed
5788,254,205,310,2025-10-06,2025-10-06,50,504.01,Confirmed
4554,261,203,302,2025-08-13,2025-08-14,25,593.62,Confirmed
7530,269,209,306,2026-01-06,2026-01-06,21,571.51,Confirmed
7638,222,205,310,2026-01-09,2026-01-14,15,380.18,Confirmed
3839,260,208,308,2025-07-03,2025-07-05,47,1071.42,Confirmed
64,337,208,300,2025-01-01,2025-01-04,15,323.89,Confirmed
4383,202,206,309,2025-08-03,2025-08-05,17,1046.21,Pending
11675,358,204,302,2026-07-13,2026-07-14,2,611.99,Confirmed
135,356,201,305,2025-01-05,2025-01-06,2,984.13,Confirmed
10466,280,200,308,2026-05-14,2026-05-19,8,1274.16,Confirmed
11327,199,203,301,06-29-2026,06-29-2026,30,883.38,Confirmed
5425,238,206,310,2025-09-22,2025-09-25,32,559.79,Confirmed
5404,394,200,308,2025-09-23,2025-09-24,30,1084.73,Confirmed
5923,377,210,302,2025-10-09,2025-10-12,11,877.25,Cancelled
4190,215,201,304,2025-07-09,2025-07-23,1,1149.66,Pending
5362,385,202,301,2025-09-16,2025-09-23,42,577.66,Confirmed
1684,288,202,309,2025-03-23,2025-04-02,39,901.13,Confirmed
10668,279,208,310,2026-05-12,2026-05-26,20,467.55,Confirmed
5614,181,209,302,2025-09-24,2025-10-01,29,768.7,Confirmed
697,304,203,300,2025-02-08,2025-02-09,37,475.5,Cancelled
428,122,202,304,2025-01-21,2025-01-25,7,1147.71,Confirmed
5830,343,205,306,2025-10-04,2025-10-10,48,611.98,Confirmed
1587,218,208,302,2025-03-16,2025-03-26,6,448.32,Confirmed
7131,249,208,300,2025-12-15,2025-12-19,4,306.23,Confirmed
7982,250,204,309,2026-01-23,2026-01-29,36,1048.71,Confirmed
5668,244,206,300,2025-09-19,2025-10-03,13,598.37,Confirmed
8514,379,204,305,2026-02-15,2026-02-22,22,1141.5,Confirmed
1784,319,201,307,2025-03-27,2025-04-06,25,1004.99,Confirmed
9108,195,205,302,2026-03-11,2026-03-21,15,509.78,Confirmed
5654,243,201,308,2025-09-30,2025-10-02,8,1341.37,Pending
3406,373,205,300,2025-06-10,2025-06-15,20,375.51,confirmed
7775,216,204,304,2026-01-06,2026-01-20,8,1145.15,Confirmed
677,364,203,300,2025-01-26,2025-02-09,32,496.53,confirmed
3648,348,204,305,2025-06-18,2025-06-25,17,1167.93,Confirmed
3039,292,201,305,2025-05-23,2025-05-30,22,1348.53,Confirmed
11626,340,209,308,2026-07-08,2026-07-13,19,1067.98,Confirmed
7825,376,200,308,2026-01-19,2026-01-21,8,1064.43,Confirmed
5026,308,204,305,2025-08-31,2025-09-03,44,980.3,Confirmed
3711,387,205,309,2025-06-23,2025-06-30,43,1086.54,Confirmed
6756,374,200,308,22/11/2025,23/11/2025,8,1036.01,cOnFiRmEd
4094,358,204,307,2025-07-07,2025-07-17,29,885.45,Confirmed
6453,367,205,300,2025-11-01,2025-11-07,16,272.32,Confirmed
6497,391,209,308,2025-11-03,2025-11-09,22,1045.77,Confirmed
1644,217,205,309,2025-03-27,2025-03-30,49,1049.42,Confirmed
4778,207,202,307,2025-08-12,2025-08-26,24,730.04,Confirmed
5817,279,201,300,2025-10-05,2025-10-07,11,524.05,Confirmed
11655,247,204,302,2026-07-12,2026-07-14,23,596.05,Confirmed
11035,349,208,302,2026-06-04,2026-06-11,45,542.12,confirmed
8775,385,204,310,2026-03-05,2026-03-08,33,640.14,Confirmed
10485,389,200,308,2026-05-05,2026-05-19,6,1282.3,confirmed
2496,207,210,301,2025-05-03,2025-05-07,27,875.69,Confirmed
8486,358,200,303,2026-02-16,2026-02-20,31,1208.19,pEnDiNg
6084,378,208,310,2025-10-19,2025-10-20,18,500.23,Pending
9341,393,208,308,2026-03-26,2026-03-29,32,1058.62,Confirmed
741,191,208,306,2025-02-08,2025-02-12,15,432.89,Confirmed
1,253,209,306,2025-01-01,2025-01-01,12,567.62,Confirmed
2304,199,207,305,2025-04-24,2025-04-28,15,983.08,Confirmed
8406,274,210,301,2026-02-15,2026-02-17,4,723.6,Confirmed
6625,295,208,308,2025-11-11,2025-11-14,7,898.21,Confirmed
8785,273,201,305,2026-03-09,2026-03-09,33,977.08,Confirmed
4675,280,202,310,2025-08-10,2025-08-20,48,382.83,Confirmed
7875,360,209,310,2026-01-20,2026-01-24,3,633.7,Confirmed
8443,347,209,300,2026-02-16,2026-02-19,40,422.16,Confirmed
2808,368,209,305,2025-05-17,2025-05-22,19,1178.63,Confirmed
11039,293,208,302,2026-06-06,2026-06-11,1,551.1,Confirmed
3823,269,205,302,2025-07-02,2025-07-04,17,520.47,Confirmed
5279,329,209,305,2025-09-12,2025-09-18,17,972.62,Confirmed
4124,389,209,304,2025-07-15,2025-07-19,4,1320.11,Confirmed
2251,308,208,305,2025-04-21,2025-04-24,44,829.03,Confirmed
3456,388,206,304,2025-06-11,2025-06-17,4,1375.55,Confirmed
4526,268,208,300,2025-08-12,2025-08-10,35,267.7,Confirmed
2679,278,206,309,2025-05-15,2025-05-17,15,1468.43,Cancelled
10751,206,205,310,2026-05-21,2026-05-31,26,531.63,Confirmed
8761,321,204,310,2026-03-06,2026-03-08,24,635.39,Cancelled
9816,188,202,301,2026-04-15,2026-04-17,17,665.56,Confirmed
7568,267,202,303,2026-01-07,2026-01-08,13,912.6,Confirmed
7291,250,202,304,2025-12-25,2025-12-28,42,1156.05,Confirmed
2665,200,209,309,2025-05-06,2025-05-13,48,1261.3,Confirmed
10192,266,204,308,2026-05-03,2026-05-06,21,1280.43,Confirmed
7948,258,202,303,2026-01-24,2026-01-26,43,897.26,Confirmed
6984,188,204,307,2025-12-08,2025-12-12,35,1015.55,Confirmed
4703,359,209,301,2025-08-20,2025-08-21,12,724.04,pending
11501,337,200,309,2026-07-04,2026-07-07,7,1061.81,Confirmed
1702,385,202,309,2025-03-30,2025-04-02,46,899.44,Confirmed
11612,259,207,309,2026-07-10,2026-07-11,14,1215.22,Cancelled
5934,244,210,302,2025-10-09,2025-10-12,28,868.62,Confirmed
217,375,207,310,2025-01-09,2025-01-11,19,615.22,Confirmed
7205,267,204,301,2025-12-22,2025-12-23,38,,Confirmed
10769,234,205,310,2026-05-27,2026-05-31,31,542.56,Pending
5047,311,205,308,2025-09-01,2025-09-07,31,1045.35,Pending
4239,329,205,307,2025-07-26,2025-07-26,32,836.35,Confirmed
922,288,201,301,2025-02-12,2025-02-19,23,738.58,Confirmed
867,362,203,305,2025-02-07,2025-02-17,12,967.21,Confirmed
5492,351,205,304,2025-09-25,2025-09-26,39,1140.27,confirmed
8133,390,208,308,2026-02-01,2026-02-03,34,926.02,Pending
18,184,209,306,2025-01-01,2025-01-01,28,560.78,Confirmed
3693,375,202,307,2025-06-28,2025-06-29,33,1000.07,Cancelled
10158,311,205,308,2026-04-29,2026-05-03,17,1265.98,Confirmed
9494,185,210,308,2026-03-27,2026-04-03,4,1242.52,Confirmed
10241,335,209,310,2026-05-06,2026-05-07,25,663.07,Confirmed
6753,318,200,308,2025-11-18,2025-11-23,5,1056.63,Confirmed
3426,194,203,308,12/06/2025,16/06/2025,4,1278.65,Confirmed
8833,253,207,305,2026-03-07,2026-03-10,14,994.16,Confirmed
11502,379,200,309,2026-07-05,2026-07-07,8,1040.89,Confirmed
10018,365,202,309,2026-04-25,2026-04-26,5,1035.69,Confirmed
4919,248,204,302,2025-08-26,2025-08-29,6,699.11,Confirmed
7604,323,210,308,2026-01-09,2026-01-11,22,1236.76,Confirmed
1792,244,201,307,05/04/2025,06/04/2025,49,1009.29,Confirmed
7188,260,204,301,2025-12-18,2025-12-23,14,711.17,Confirmed
9234,239,202,300,2026-03-24,2026-03-26,16,282.65,Confirmed
4865,219,209,304,2025-08-23,2025-08-28,27,1133.12,Pending
8372,273,206,307,2026-02-01,2026-02-15,14,1011.14,Confirmed
796,392,208,308,2025-02-09,2025-02-14,39,1049.02,Confirmed
6662,321,210,304,2025-11-13,2025-11-15,10,1112.06,Confirmed
11408,201,209,308,2026-07-01,2026-07-03,40,1232.61,Confirmed
9989,290,202,308,2026-04-24,2026-04-24,2,1049.92,Confirmed
2523,271,210,310,2025-05-08,2025-05-08,27,655.42,Confirmed
7112,252,208,300,2025-12-13,2025-12-19,6,319.77,Confirmed
7253,307,205,301,2025-12-24,2025-12-25,25,584.21,cOnFiRmEd
6757,388,200,308,2025-11-22,2025-11-23,16,1048.63,Confirmed
6898,331,210,303,2025-12-05,2025-12-06,33,1220.94,Confirmed
6149,251,205,307,2025-10-21,2025-10-23,49,914.68,Confirmed
533,207,203,300,01-30-2025,01-30-2025,35,429.53,Confirmed
9250,355,202,300,2026-03-19,2026-03-26,29,-250.0,Confirmed
10594,196,205,305,2026-05-19,2026-05-22,14,1135.35,Pending
4218,320,205,307,2025-07-26,2025-07-26,17,839.47,Confirmed
3211,206,200,307,2025-06-03,2025-06-07,25,1193.29,Confirmed
4032,271,205,307,2025-07-08,2025-07-12,50,820.46,Confirmed
11611,190,207,309,2026-07-08,2026-07-11,28,1226.66,Confirmed
11251,278,209,302,2026-06-21,2026-06-25,29,711.87,Pending
9088,184,205,302,2026-03-19,2026-03-21,1,535.34,Confirmed
9465,264,205,308,2026-03-29,2026-04-02,44,927.71,Confirmed
684,308,203,300,2025-02-02,2025-02-09,24,483.46,Pending
2630,246,201,307,2025-05-10,2025-05-12,21,1055.89,Pending
7919,396,201,302,2026-01-19,2026-01-25,31,702.79,Confirmed
2453,229,206,307,2025-05-05,2025-05-06,6,1036.53,confirmed
578,330,201,305,03/02/2025,04/02/2025,11,979.32,Confirmed
2894,244,207,302,2025-05-11,2025-05-25,24,840.72,Confirmed
5903,181,210,302,02/10/2025,12/10/2025,15,868.77,Pending
7966,296,202,303,2026-01-24,2026-01-26,21,913.91,Confirmed
9113,394,205,302,2026-03-19,2026-03-21,22,537.73,Confirmed
3972,336,208,307,2025-07-09,2025-07-10,36,736.73,Confirmed
6683,303,204,309,2025-11-14,2025-11-17,1,904.27,Confirmed
6602,231,200,307,2025-10-30,2025-11-13,11,728.89,Cancelled
6734,303,200,301,2025-11-16,2025-11-18,1,629.35,Confirmed
762,322,205,303,2025-02-10,2025-02-13,7,894.81,Confirmed
8021,382,203,307,2026-01-29,2026-01-30,13,1018.53,Pending
2341,266,210,302,2025-04-28,2025-04-30,1,608.12,Cancelled
797,145,208,308,2025-02-07,2025-02-14,6,1060.45,Confirmed
6932,309,206,308,2025-12-05,2025-12-07,36,1221.31,Confirmed
7144,354,208,300,2025-12-18,2025-12-19,35,313.54,Confirmed
10429,205,210,301,2026-05-14,2026-05-18,35,861.25,Confirmed
7221,294,203,304,2025-12-22,2025-12-24,10,1154.11,Cancelled
6867,378,208,301,2025-11-29,2025-12-01,47,575.85,Confirmed
4458,221,207,300,2025-07-30,2025-08-09,5,502.72,Confirmed
10235,276,209,310,05-06-2026,05-07-2026,12,650.67,Confirmed
10419,246,209,306,2026-05-14,2026-05-17,35,793.59,Pending
5721,341,201,303,2025-10-01,2025-10-04,20,1515.33,Confirmed
6852,241,208,301,2025-11-25,2025-12-01,14,574.37,Confirmed
10029,205,202,309,2026-04-19,2026-04-26,16,1027.34,Confirmed
3367,357,208,300,2025-06-06,2025-06-12,7,337.38,Confirmed
8337,252,210,304,2026-02-11,2026-02-12,30,1149.75,Confirmed
8295,216,206,304,2026-02-08,2026-02-11,1,1135.54,Confirmed
9005,219,202,305,2026-03-15,2026-03-17,45,839.48,Pending
9567,219,207,307,2026-04-03,2026-04-07,21,863.05,Confirmed
8970,344,208,309,2026-03-14,2026-03-16,45,907.34,Confirmed
10912,205,202,300,2026-06-05,2026-06-08,11,317.77,Confirmed
6299,303,203,305,2025-10-29,2025-10-31,21,1423.23,Pending
456,262,203,309,2025-01-26,2025-01-27,39,1049.44,Confirmed
6713,320,204,309,2025-11-15,2025-11-17,29,884.28,Confirmed
2961,333,207,304,2025-05-24,2025-05-27,1,1370.28,Pending
3465,198,206,304,2025-06-17,2025-06-17,38,1371.97,Confirmed
11134,323,206,306,2026-06-07,2026-06-14,29,806.34,Confirmed
9526,341,205,307,2026-04-01,2026-04-05,7,822.61,Confirmed
1042,203,205,305,2025-02-24,2025-02-27,17,831.21,Confirmed
9125,378,202,303,2026-03-20,2026-03-22,48,1027.72,Confirmed
2902,280,207,302,2025-05-25,2025-05-25,11,830.34,Cancelled
7745,244,208,302,2026-01-15,2026-01-18,1,536.81,Confirmed
174,362,204,301,2025-01-07,2025-01-09,16,,Confirmed
11049,217,208,302,2026-06-07,2026-06-11,5,547.54,Confirmed
170,397,204,303,2025-01-05,2025-01-08,40,1068.75,Confirmed
2125,328,201,308,2025-04-18,2025-04-20,38,1244.58,Confirmed
9060,345,201,303,2026-03-13,2026-03-19,8,1060.33,Confirmed
7542,385,209,306,2025-12-27,2026-01-06,23,565.93,Confirmed
6546,393,207,309,2025-11-04,2025-11-11,19,903.92,Confirmed
11109,242,205,310,2026-06-09,2026-06-12,2,557.73,Pending
7225,254,203,304,2025-12-21,2025-12-24,19,1158.19,Confirmed
1273,326,205,301,03-15-2025,03-16-2025,54,665.26,Confirmed
8423,296,209,300,2026-02-18,2026-02-19,1,421.22,Confirmed
961,102,208,307,2025-02-18,2025-02-15,32,714.4,Confirmed
2055,390,208,310,2025-04-12,2025-04-18,13,457.79,Pending
7721,376,209,310,2026-01-02,2026-01-16,17,619.57,Confirmed
11625,384,207,309,2026-07-10,2026-07-09,1,1225.85,Confirmed
5363,296,202,301,2025-09-21,2025-09-23,35,575.27,Confirmed
884,265,203,305,2025-02-10,2025-02-17,4,980.41,Confirmed
10420,320,209,306,2026-05-11,2026-05-17,23,780.69,Confirmed
6335,331,204,310,2025-10-28,2025-11-01,35,525.33,Confirmed
9105,302,205,302,2026-03-07,2026-03-21,50,524.57,Cancelled
800,377,208,308,2025-02-13,2025-02-14,28,1064.95,Confirmed
9617,224,208,304,2026-04-03,2026-04-08,36,1006.42,Cancelled
1656,390,205,309,2025-03-28,2025-03-30,15,,Pending
7392,349,205,306,2025-12-29,2026-01-01,41,434.78,Confirmed
7736,292,208,302,2026-01-13,2026-01-18,15,525.26,Pending
6843,262,202,310,2025-11-23,2025-11-28,35,393.45,Confirmed
4465,351,207,300,2025-08-07,2025-08-09,32,498.12,cOnFiRmEd
4169,258,201,304,2025-07-20,2025-07-16,24,1155.13,Confirmed
3144,363,210,310,2025-06-03,2025-06-04,36,648.99,Confirmed
2056,339,208,310,2025-04-15,2025-04-18,7,446.86,Confirmed
11284,328,204,304,2026-06-22,2026-06-27,4,1593.84,Confirmed
5280,214,209,305,2025-09-13,2025-09-18,19,967.05,Confirmed
7592,193,202,303,2025-12-29,2026-01-08,47,893.39,Confirmed
8539,391,207,310,2026-02-16,2026-02-23,14,547.71,Confirmed
9320,331,210,302,2026-03-22,2026-03-28,37,685.45,Confirmed
3596,190,201,302,2025-06-22,2025-06-24,10,717.89,Confirmed
1740,284,208,300,2025-04-03,2025-04-05,3,304.8,Confirmed
11087,183,205,310,2026-06-02,2026-06-12,23,558.66,Confirmed
10990,315,208,303,2026-06-06,2026-06-10,46,1082.97,Confirmed
1161,384,210,308,2025-02-26,2025-03-08,38,1225.8,Confirmed
1480,294,208,301,2025-03-21,2025-03-23,7,647.27,Cancelled
5293,225,209,303,2025-09-15,2025-09-20,39,1201.3,Pending
9840,225,202,309,2026-04-14,2026-04-18,44,1029.46,Pending
8130,207,208,308,2026-01-30,2026-02-03,42,915.28,Confirmed
7782,265,204,304,2026-01-14,2026-01-20,9,1140.02,Confirmed
11261,331,209,302,2026-06-23,2026-06-25,38,716.39,Confirmed
8470,353,200,303,2026-02-17,2026-02-20,21,1208.57,Confirmed
721,316,208,306,2025-02-09,2025-02-12,30,432.59,Confirmed
587,257,201,305,2025-02-02,2025-02-04,23,969.68,Confirmed
5717,364,201,303,2025-09-27,2025-10-04,36,1507.84,Confirmed
2326,222,210,302,04-24-2025,04-30-2025,36,614.18,Confirmed
7320,265,202,304,2025-12-25,2025-12-28,12,1136.95,Confirmed
3442,182,203,308,2025-06-16,2025-06-16,6,1283.93,Confirmed
7862,286,201,300,2026-01-18,2026-01-23,25,489.77,Confirmed
6521,330,209,308,2025-11-07,2025-11-09,28,1032.74,Confirmed
3265,326,201,301,2025-06-08,2025-06-09,1,861.51,Confirmed
7851,365,201,300,2026-01-21,2026-01-23,9,491.2,Confirmed
2632,388,201,307,2025-05-10,2025-05-12,16,1057.85,Confirmed
9586,246,207,307,2026-04-03,2026-04-07,11,861.97,Confirmed
1148,351,210,308,2025-03-02,2025-03-08,34,1236.54,Confirmed
7110,190,208,300,2025-12-17,2025-12-19,41,320.53,Confirmed
2103,395,209,304,15/04/2025,19/04/2025,22,1329.93,Confirmed
8918,325,201,306,2026-03-08,2026-03-13,27,673.76,Confirmed
7276,384,205,301,2025-12-23,2025-12-25,48,571.71,Confirmed
10104,281,205,307,2026-04-18,2026-05-02,15,1001.63,Confirmed
10500,214,204,303,2026-05-16,2026-05-20,5,1261.82,Confirmed
5240,226,207,304,2025-09-07,2025-09-17,45,1153.8,Confirmed
6401,258,201,304,2025-11-05,2025-11-05,19,987.22,Confirmed
10501,195,204,303,2026-05-15,2026-05-20,32,1261.47,Confirmed
8177,390,201,304,30/01/2026,04/02/2026,34,1139.15,Confirmed
9062,244,201,303,2026-03-17,2026-03-19,24,1058.67,Confirmed
6445,344,205,300,2025-11-05,2025-11-07,9,263.17,Confirmed
6500,376,209,308,2025-10-30,2025-11-09,38,1048.32,Confirmed
5573,387,205,305,2025-09-25,2025-09-22,28,841.63,Confirmed
3015,298,202,301,28/05/2025,29/05/2025,10,698.85,Pending
2981,251,202,301,2025-05-25,2025-05-29,40,675.67,Pending
3952,362,208,307,2025-07-03,2025-07-10,6,714.88,Confirmed
1502,235,204,305,2025-03-20,2025-03-24,21,993.49,Confirmed
10410,201,209,306,2026-05-11,2026-05-17,26,797.09,Confirmed
1865,270,200,310,2025-04-09,2025-04-09,38,558.26,Cancelled
3450,329,206,304,2025-06-10,2025-06-17,29,1366.58,Pending
4338,343,202,300,2025-08-02,2025-08-03,49,315.31,Confirmed
2693,207,206,309,2025-05-16,2025-05-17,10,-250.0,Confirmed
7035,181,205,305,2025-12-08,2025-12-13,13,,Confirmed
104,345,206,303,2025-01-03,2025-01-05,3,1200.36,Confirmed
10632,295,208,310,2026-05-22,2026-05-26,3,460.73,Pending
10886,395,206,309,2026-05-31,2026-06-05,25,1462.29,Confirmed
1627,330,207,308,2025-03-25,2025-03-28,11,1219.34,Confirmed
2621,211,201,307,2025-05-02,2025-05-12,29,1047.47,Confirmed
485,302,201,307,2025-01-27,2025-01-29,33,868.57,Confirmed
1954,233,207,301,2025-04-13,2025-04-13,38,845.59,Confirmed
6063,373,208,310,2025-10-13,2025-10-20,26,490.1,Confirmed
1794,207,201,307,2025-04-04,2025-04-06,14,994.96,Confirmed
4078,385,204,307,2025-07-16,2025-07-17,26,870.69,Pending
6005,236,206,302,2025-10-15,2025-10-17,35,876.32,Pending
10191,361,204,308,2026-05-03,2026-05-06,31,1287.08,Cancelled
4464,283,207,300,2025-08-05,2025-08-09,23,477.07,Confirmed
3657,196,202,307,2025-06-26,2025-06-29,18,999.09,Confirmed
10744,371,205,310,2026-05-24,2026-05-31,1,543.56,Confirmed
10475,336,200,308,2026-05-18,2026-05-19,5,1295.07,cOnFiRmEd
9864,335,202,309,2026-04-17,2026-04-18,42,1047.92,Pending
5387,310,202,301,2025-09-09,2025-09-23,37,580.55,Confirmed
292,232,203,302,2025-01-15,2025-01-18,10,706.56,Confirmed
4656,290,202,310,2025-08-19,2025-08-20,4,400.41,Confirmed
6827,234,202,310,26/11/2025,28/11/2025,4,397.76,Pending
2456,307,206,307,2025-05-04,2025-05-06,3,1064.63,Confirmed
11239,229,209,302,2026-06-19,2026-06-25,11,721.04,Cancelled
4339,375,202,300,2025-08-02,2025-08-03,14,312.12,Pending
6910,326,210,303,2025-12-03,2025-12-06,7,-250.0,Confirmed
4061,378,204,302,2025-07-14,2025-07-15,9,,Cancelled
1473,284,208,301,2025-03-21,2025-03-23,4,655.27,Confirmed
6195,330,204,301,2025-10-22,2025-10-24,33,1032.98,Pending
4677,259,202,310,2025-08-06,2025-08-20,6,403.45,Confirmed
3022,327,201,305,2025-05-29,2025-05-30,7,1345.39,Confirmed
9570,320,207,307,2026-04-01,2026-04-07,29,863.51,Confirmed
8603,254,200,310,2026-02-22,2026-02-25,22,537.73,Confirmed
8250,212,206,303,2026-02-04,2026-02-08,10,1200.68,Confirmed
10472,218,200,308,2026-05-13,2026-05-19,16,1279.98,confirmed
6621,187,208,308,2025-11-11,2025-11-14,2,913.17,Confirmed
